benchmark_name,program_name
DafnyBench,stunning-palm-tree_tmp_tmpr84c2iwh_ch5
DafnyBench,dafny-synthesis_task_id_435
DafnyBench,Metodos_Formais_tmp_tmpql2hwcsh_Arrays_somatorioArray
DafnyBench,BinarySearchTree_tmp_tmp_bn2twp5_bst4copy
DafnyBench,dafny-duck_tmp_tmplawbgxjo_p4
DafnyBench,specTesting_tmp_tmpueam35lx_examples_increment_decrement_spec
DafnyBench,dafny-synthesis_task_id_602
DafnyBench,type-definition_tmp_tmp71kdzz3p_final
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_git-issue67
DafnyBench,Clover_array_sum
DafnyBench,dafny-synthesis_task_id_790
DafnyBench,vfag_tmp_tmpc29dxm1j_mergesort
DafnyBench,Clover_triple
DafnyBench,Dafny-Exercises_tmp_tmpjm75muf__Session5Exercises_ExerciseSumElems
DafnyBench,circular-queue-implemetation_tmp_tmpnulfdc9l_Queue
DafnyBench,dafny-synthesis_task_id_404
DafnyBench,Clover_set_to_seq
DafnyBench,dafny-synthesis_task_id_406
DafnyBench,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_c++_sets
DafnyBench,dafny-synthesis_task_id_251
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Lucas-down
DafnyBench,dafny-synthesis_task_id_461
DafnyBench,Dafny-Exercises_tmp_tmpjm75muf__Session6Exercises_ExercisePeekSum
DafnyBench,dafny-synthesis_task_id_89
DafnyBench,Clover_cal_ans
DafnyBench,Clover_copy_part
DafnyBench,dafny-synthesis_task_id_599
DafnyBench,dafny-synthesis_task_id_80
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Bug92
DafnyBench,dafny-duck_tmp_tmplawbgxjo_ex3
DafnyBench,FlexWeek_tmp_tmpc_tfdj_3_ex4
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_OneHundredPrisonersAndALightbulb
DafnyBench,dafny_examples_tmp_tmp8qotd4ez_test_shuffle
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_dataset_bql_exampls_SmallNum
DafnyBench,dafny-synthesis_task_id_101
DafnyBench,veri-sparse_tmp_tmp15fywna6_dafny_dspmspv
DafnyBench,AssertivePrograming_tmp_tmpwf43uz0e_DivMode_Unary
DafnyBench,Formal-methods-of-software-development_tmp_tmppryvbyty_Examenes_Beni_Heusel-Benedikt-Ass-1
DafnyBench,Correctness_tmp_tmpwqvg5q_4_MethodCalls_q1
DafnyBench,Dafny_Programs_tmp_tmp99966ew4_mymax
DafnyBench,Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula3
DafnyBench,dafny-synthesis_task_id_452
DafnyBench,SENG2011_tmp_tmpgk5jq85q_flex_ex1
DafnyBench,dafny-exercise_tmp_tmpouftptir_maxArray
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_error_data_completion_07
DafnyBench,FormalMethods_tmp_tmpvda2r3_o_dafny_Invariants_ex2
DafnyBench,Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_05_Hoangkim_ex_05_Hoangkim
DafnyBench,ironsync-osdi2023_tmp_tmpx80antoe_lib_Math_div_def
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_StoreAndRetrieve
DafnyBench,dafny-synthesis_task_id_282
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_dafny0_FuelTriggers
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny0_GhostITECompilation
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_Generated_Code_LinearSearch
DafnyBench,DafnyProjects_tmp_tmp2acw_s4s_sqrt
DafnyBench,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_git-issues_git-issue-1158
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_dataset_detailed_examples_SelectionSort
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals
DafnyBench,dafny-synthesis_task_id_431
DafnyBench,dafny-synthesis_task_id_261
DafnyBench,summer-school-2020_tmp_tmpn8nf7zf0_chapter02_solutions_exercise01_solution
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny4_ClassRefinement
DafnyBench,MIEIC_mfes_tmp_tmpq3ho7nve_exams_mt2_19_p4
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_ReverseString
DafnyBench,dafny-synthesis_task_id_610
DafnyBench,dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_ContainerRanks
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_RotateRight
DafnyBench,dafny-synthesis_task_id_762
DafnyBench,Dafny_Programs_tmp_tmp99966ew4_lemma
DafnyBench,dafny-exercise_tmp_tmpouftptir_filter
DafnyBench,CVS-Projto1_tmp_tmpb1o0bu8z_proj1_proj1
DafnyBench,Clover_even_list
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_git-issue74
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_Generated_Code_Minimum
DafnyBench,dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_SeqFromArray
DafnyBench,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Exercise3_Increment_Array
DafnyBench,dafny-synthesis_task_id_460
DafnyBench,Clover_longest_prefix
DafnyBench,dafny-synthesis_task_id_18
DafnyBench,dafny-synthesis_task_id_764
DafnyBench,MIEIC_mfes_tmp_tmpq3ho7nve_exams_appeal_20_p4
DafnyBench,703FinalProject_tmp_tmpr_10rn4z_gaussian
DafnyBench,dafny-synthesis_task_id_69
DafnyBench,RollingMax
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_Generated_Code_ComputePower
DafnyBench,test-generation-examples_tmp_tmptwyqofrp_IntegerSet_dafny_IntegerSet
DafnyBench,CS494-final-project_tmp_tmp7nof55uq_bubblesort
DafnyBench,dafny-programs_tmp_tmpcwodh6qh_src_max
DafnyBench,dafny-synthesis_task_id_616
DafnyBench,fv2020-tms_tmp_tmpnp85b47l_modeling_concurrency_safety
DafnyBench,Clover_seq_to_array
DafnyBench,Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseBinarySearch
DafnyBench,DafnyProjects_tmp_tmp2acw_s4s_partitionOddEven
DafnyBench,libraries_tmp_tmp9gegwhqj_examples_MutableMap_MutableMapDafny
DafnyBench,CVS-Projto1_tmp_tmpb1o0bu8z_searchSort
DafnyBench,dafny-sandbox_tmp_tmp3tu2bu8a_Stlc
DafnyBench,verified-using-dafny_tmp_tmp7jatpjyn_longestZero
DafnyBench,veribetrkv-osdi2020_tmp_tmpra431m8q_docker-hdd_src_veribetrkv-linear_lib_Base_Sets
DafnyBench,Clover_two_sum
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray
DafnyBench,Dafny-Exercises_tmp_tmpjm75muf__Session8Exercises_ExerciseInsertionSort
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_Bug165
DafnyBench,Metodos_Formais_tmp_tmpql2hwcsh_Invariantes_potencia
DafnyBench,dafny-synthesis_task_id_750
DafnyBench,formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex1
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_mathematical objects verification_examples_interval_example
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_sumto_sol
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_Generated_Code_15
DafnyBench,cs245-verification_tmp_tmp0h_nxhqp_power
DafnyBench,Clover_reverse
DafnyBench,dafny-synthesis_task_id_94
DafnyBench,cmsc433_tmp_tmpe3ob3a0o_dafny_project1_p1-assignment-2
DafnyBench,MFES_2021_tmp_tmpuljn8zd9_FCUL_Exercises_10_find
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_GenericMax
DafnyBench,Formal-Verification-Project_tmp_tmp9gmwsmyp_strings3
DafnyBench,AssertivePrograming_tmp_tmpwf43uz0e_MergeSort
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_Test_Cases_LoopInvariant
DafnyBench,Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseReplace
DafnyBench,t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_conjuntos_ex5
DafnyBench,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_dafny-internals_03-encoding_lemma_call
DafnyBench,dafny_misc_tmp_tmpg4vzlnm1_rosetta_code_factorial
DafnyBench,dafny-synthesis_task_id_618
DafnyBench,dafny-synthesis_task_id_171
DafnyBench,dafny_tmp_tmp2ewu6s7x_ListReverse
DafnyBench,Dafny_tmp_tmpmvs2dmry_examples1
DafnyBench,Metodos_Formais_tmp_tmpbez22nnn_Aula_2_ex2
DafnyBench,cs245-verification_tmp_tmp0h_nxhqp_Assignments_simple
DafnyBench,formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex6
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_vampire project_original_Searching
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_normal_data_completion_MaxPerdV2
DafnyBench,Dafny_tmp_tmp0wu8wmfr_tests_F1a
DafnyBench,Dafny-Exercises_tmp_tmpjm75muf__Session2Exercises_ExerciseFibonacci
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_triggers_loop-detection-looks-at-ranges-too
DafnyBench,dafny-workout_tmp_tmp0abkw6f8_starter_ex12
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_EvenPredicate
DafnyBench,TFG_tmp_tmpbvsao41w_Algoritmos Dafny_suma_it
DafnyBench,dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_PrecedenceLinter
DafnyBench,Clover_update_map
DafnyBench,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_a3 copy 2
DafnyBench,dafny-synthesis_task_id_587
DafnyBench,dafny-synthesis_task_id_242
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_dafny1_Cubes
DafnyBench,dafny-synthesis_task_id_433
DafnyBench,verified-isort_tmp_tmp7hhb8ei__dafny_isort
DafnyBench,Formal-Verification_tmp_tmpuyt21wjt_Dafny_strings1
DafnyBench,Clover_is_palindrome
DafnyBench,Workshop_tmp_tmp0cu11bdq_Lecture_Answers_selection_sort
DafnyBench,dafny-synthesis_task_id_412
DafnyBench,formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs2_hw1
DafnyBench,summer-school-2020_tmp_tmpn8nf7zf0_chapter02_solutions_exercise02_solution
DafnyBench,dafny-synthesis_task_id_145
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_dataset_bql_exampls_Min
DafnyBench,dafny-synthesis_task_id_105
DafnyBench,t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_arrays_ex5
DafnyBench,Clover_array_append
DafnyBench,dafny-synthesis_task_id_554
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_tutorial_maximum
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_verified algorithms_lol_sort
DafnyBench,cs245-verification_tmp_tmp0h_nxhqp_SortingIssues_FirstAttempt
DafnyBench,dafny-synthesis_task_id_572
DafnyBench,MFDS_tmp_tmpvvr5y1t9_Assignments_Ass-1-2020-21-Sol-eGela
DafnyBench,Formal-Verification_tmp_tmpuyt21wjt_Dafny_strings3
DafnyBench,dafny-synthesis_task_id_170
DafnyBench,dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_SharedDestructorsCompile
DafnyBench,dafleet_tmp_tmpa2e4kb9v_0001-0050_0003-longest-substring-without-repeating-characters
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_add_by_one
DafnyBench,dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_InSetComprehension
DafnyBench,dafny-synthesis_task_id_77
DafnyBench,repo-8967-Ironclad_tmp_tmp4q25en_1_ironclad-apps_src_Dafny_Libraries_Util_seqs_simple
DafnyBench,dafny-synthesis_task_id_784
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_mathematical objects verification_examples_library
DafnyBench,dafny-synthesis_task_id_14
DafnyBench,dafny-synthesis_task_id_801
DafnyBench,Clover_swap_in_array
DafnyBench,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week1_7_week4_tute_ex4
DafnyBench,Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 1_LinearSearch
DafnyBench,Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_06_Hoangkim_ex_06_hoangkim
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_07
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_50_examples_SumArray
DafnyBench,dafny_tmp_tmp59p638nn_examples_realExponent
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_dafny4_git-issue41
DafnyBench,veribetrkv-osdi2020_tmp_tmpra431m8q_docker-hdd_src_veribetrkv-linear_lib_Base_SetBijectivity
DafnyBench,dafny-synthesis_task_id_227
DafnyBench,dafny-synthesis_task_id_310
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_Refinement
DafnyBench,lets-prove-blocking-queue_tmp_tmptd_aws1k_dafny_prod-cons
DafnyBench,Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Insertion_Sorted_Standard
DafnyBench,pucrs-metodos-formais-t1_tmp_tmp7gvq3cw4_fila
DafnyBench,dafny-exercises_tmp_tmp5mvrowrx_leetcode_26-remove-duplicates-from-sorted-array
DafnyBench,Clover_rotate
DafnyBench,SENG2011_tmp_tmpgk5jq85q_ass2_ex1
DafnyBench,Clover_bubble_sort
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_50_examples_BinarySearch
DafnyBench,t1_MF_tmp_tmpi_sqie4j_exemplos_colecoes_arrays_ex4
DafnyBench,dafny-synthesis_task_id_728
DafnyBench,Clover_array_product
DafnyBench,formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs2_gr2
DafnyBench,laboratory_tmp_tmps8ws6mu2_dafny-tutorial_exercise12
DafnyBench,Dafny_tmp_tmpj88zq5zt_2-Kontrakte_reverse3
DafnyBench,MIEIC_mfes_tmp_tmpq3ho7nve_exams_mt2_19_p5
DafnyBench,dafny-synthesis_task_id_573
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_COST-verif-comp-2011-3-TwoDuplicates
DafnyBench,Programmverifikation-und-synthese_tmp_tmppurk6ime_example_DafnyIntro_01_Simple_Loops
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny1_BDD
DafnyBench,dafny-synthesis_task_id_732
DafnyBench,Clover_remove_front
DafnyBench,dafny-language-server_tmp_tmpkir0kenl_Test_VSI-Benchmarks_b1
DafnyBench,Simulink-To_dafny_tmp_tmpbcuesj2t_Tank
DafnyBench,Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 2_BinarySearchDec
DafnyBench,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p6
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_dataset_bql_exampls_Square
DafnyBench,Dafny_Verify_tmp_tmphq7j0row_Generated_Code_Mult
DafnyBench,dafny-synthesis_task_id_457
DafnyBench,Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_week10_ExtensibleArray
DafnyBench,Clover_quotient
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny3_CalcExample
DafnyBench,Software-Verification_tmp_tmpv4ueky2d_Valid Anagram_valid_anagram
DafnyBench,dafny-synthesis_task_id_565
DafnyBench,llm-verified-eval_tmp_tmpd2deqn_i_dafny_160
DafnyBench,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_add_by_one_details
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/Model/AwsCryptographyEncryptionSdkTypes
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Index
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/KeyDerivation
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/EncryptedDataKeys
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/Frames
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/Header
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/HeaderAuth
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/HeaderTypes
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/SerializableTypes
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/SerializeFunctions
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/SharedHeaderFunctions
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/V1HeaderBody
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/src/Serialize/V2HeaderBody
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/test/Fixtures
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/test/TestCreateEsdkClient
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/test/TestEncryptDecrypt
AWS,/AwsEncryptionSDK/dafny/AwsEncryptionSdk/test/TestReproducedEncContext
Consensys,/src/dafny/bytecode
Consensys,/src/dafny/core/code
Consensys,/src/dafny/core/context
Consensys,/src/dafny/core/fork
Consensys,/src/dafny/core/memory
Consensys,/src/dafny/core/precompiled
Consensys,/src/dafny/core/stack
Consensys,/src/dafny/core/storage
Consensys,/src/dafny/core/substate
Consensys,/src/dafny/core/transient
Consensys,/src/dafny/core/worldstate
Consensys,/src/dafny/evm
Consensys,/src/dafny/gas
Consensys,/src/dafny/opcodes
Consensys,/src/dafny/state
Consensys,/src/dafny/t8n
Consensys,/src/dafny/util/arrays
Consensys,/src/dafny/util/bytes
Consensys,/src/dafny/util/int
Consensys,/src/test/dafny/proofs/FM-paper
Consensys,/src/test/dafny/proofs/GasTests
Consensys,/src/test/dafny/proofs/Optimisations
Consensys,/src/test/dafny/proofs/Push
Consensys,/src/test/dafny/proofs/Simulation
Consensys,/src/test/dafny/proofs/SimulationProof
Consensys,/src/test/dafny/proofs/test
Consensys,/src/test/dafny/proofs/Test10-with-gas
Consensys,/src/test/dafny/proofs/Transient
Consensys,/src/test/dafny/tests/ArrayTests
Consensys,/src/test/dafny/tests/ByteTests
Consensys,/src/test/dafny/tests/CallExample
Consensys,/src/test/dafny/tests/ForkTests
Consensys,/src/test/dafny/tests/IntTests
Consensys,/src/test/dafny/tests/Test10
